"Neighborhood","Venue Category","Venue","location_address","Neighborhood_Latitude","Neighborhood_Longitude","id","location_postalCode","location_city","location_state","location_country","location_formattedAddress","categories_name","categories_pluralName","categories_shortName","location_crossStreet","location_neighborhood",,,,,,,,
"New Marine Lines","Academic Building","St Xavier's College","5, Mahapalika Marg, Near Metro Cinema",18.94287201,72.83142601,"4b0587e5f964a52022a622e3","400 001","Mumbai","Maharashtra","India","5, Mahapalika Marg, Near Metro Cinema (New Marine Lines)","College Academic Building","College Academic Buildings","Academic Building","New Marine Lines","New Marine Lines",,,,,,,,
"Vile Parle (W)","Academic Building","Mithibai College Of Arts, Chauhan Institute Of Science & Amruthben Jivanlal College Of Commerce And Economics","Bhaktivedanta Marg",19.10272569,72.83731699,"4bdc352cfed22d7fb89757c9",400056,"Mumbai","Maharashtra","India","Bhaktivedanta Marg (Vile Parle (W))","College Academic Building","College Academic Buildings","Academic Building","Vile Parle (W)","Vile Parle (W)",,,,,,,,
"Vile Parle(W)","University","NMIMS University (New Building)","Opposite Mithibai College",19.10334186,72.83684225,"53a3bda2498ea4bed5a6cd69",400054,"Mumbai","Maharashtra","India","Opposite Mithibai College (V.L. Mehta Road, Vile Parle(W))","University","Universities","University","V.L. Mehta Road, Vile Parle(W)","Vile Parle(W)",,,,,,,,
"Bandra (W)","Academic Building","St. Andrew's College","St. Dominic Road,",19.0567636,72.82866955,"4bfa636e328d76b081c614ec",400050,"Mumbai","Maharashtra","India","St. Dominic Road, (Bandra (W))","College Academic Building","College Academic Buildings","Academic Building","Bandra (W)","Bandra (W)",,,,,,,,
"L N Road","Rec Center","Ruia Naka","L N Road",19.02282237,72.84983149,"4d07bb6054d0236a96beffd5",400019,"Mumbai","Maharashtra","India","L N Road","College Rec Center","College Rec Centers","Rec Center","null","L N Road",,,,,,,,
"A Road, Churchgate","Academic Building","Jai Hind College","A Road, Churchgate",18.93468895,72.82482227,"4b55b392f964a52066ec27e3","400 020","Mumbai","Maharashtra","India","A Road, Churchgate","College Academic Building","College Academic Buildings","Academic Building","null","A Road, Churchgate",,,,,,,,
"St. Andrew's College, St. Dominic Road","Auditorium","St. Andrew's Auditorium","St. Andrew's College, St. Dominic Road",19.05667811,72.82867022,"4b0587dcf964a52087a422e3","400 050","Mumbai","Maharashtra","India","St. Andrew's College, St. Dominic Road","College Auditorium","College Auditoriums","Auditorium","null","St. Andrew's College, St. Dominic Road",,,,,,,,
"Churchgate","Math","HR College Of Commerce & Economics","123, Dinshaw Waccha Rd.",18.92989791,72.82675528,"4df5827088772e1f815abfcc",400020,"Mumbai","Maharashtra","India","123, Dinshaw Waccha Rd. (Churchgate)","College Math Building","College Math Buildings","Math","Churchgate","Churchgate",,,,,,,,
"Matunga","Technology","Institute Of Chemical Technology (ICT)","Nathalal Parekh Rd.",19.02396752,72.85774138,"4d3c1ed744f5a0930eebc9bb","null","Mumbai","Maharashtra","India","Nathalal Parekh Rd. (Matunga)","College Technology Building","College Technology Buildings","Technology","Matunga","Matunga",,,,,,,,
"H Mahajani Marg","Technology","Veermata Jijabai Technological Institute (VJTI)","H Mahajani Marg",19.02228114,72.8562212,"4b6415fbf964a520799e2ae3",400019,"Mumbai","Maharashtra","India","H Mahajani Marg","College Technology Building","College Technology Buildings","Technology","null","H Mahajani Marg",,,,,,,,
"Powai","University","IIT Bombay","Adi Shankaracharya Marg",19.12633878,72.91643724,"4b11f6fdf964a520a08723e3",400076,"Mumbai","Maharashtra","India","Adi Shankaracharya Marg (Powai)","University","Universities","University","Powai","Powai",,,,,,,,
"Sion","Science","SIES College of Arts, Science & Commerce","Jain Society",19.04114596,72.86126375,"4d671f0258155481868ee055",400022,"Mumbai","Maharashtra","India","Jain Society (Sion)","College Science Building","College Science Buildings","Science","Sion","Sion",,,,,,,,
"Near Andheri Stn","Courthouse","Andheri High Court","Near Andheri Stn",19.11929799,72.84909876,"4c9ae4c8a004a1cd57784c6e","null","Mumbai","Maharashtra","India","Near Andheri Stn","Courthouse","Courthouses","Courthouse","null","Near Andheri Stn",,,,,,,,
,"Library","Tolani College","null",19.12845859,72.86458948,"4e588980b61c4aaa3df17f5b","null","Mumbai","Maharashtra","India","India","College Library","College Libraries","Library","null",,,,,,,,,
"Gokul Nagar","Library","Indian Library","Lal Bahadur Shastri Rd",19.21060982,72.97694206,"4bfb6d14d0382d7fddb0c90a","null","Mumbai","Maharashtra","India","Lal Bahadur Shastri Rd (Gokul Nagar)","College Library","College Libraries","Library","Gokul Nagar","Gokul Nagar",,,,,,,,
,"Academic Building","Bharti Vidyapeeth","null",19.02985121,73.0422082,"511cde7ae4b09578746be2fd","null","Mumbai","Maharashtra","India","India","College Academic Building","College Academic Buildings","Academic Building","null",,,,,,,,,
"Mira Bhayandar","Education","Abhinav College","Navghar Rd, Bhayandar East, Mira Bhayandar, Maharashtra",19.30103118,72.85819715,"4f0a7778e4b0596c90c05959","null","Mumbai","Maharashtra","India","Navghar Rd, Bhayandar East, Mira Bhayandar, Maharashtra","General College & University","General Colleges & Universities","Education","null","Mira Bhayandar",,,,,,,,
"kanjurmarg","Education","R.A.D.A.V college","null",19.13868217,72.93651457,"4f1d31ede4b044fd3748c529",400042,"Mumbai","Maharashtra","India",400042,"General College & University","General Colleges & Universities","Education","null","kanjurmarg",,,,,,,,
"Mulund","Science","VG Vaze College","Mulund",19.16607014,72.9572707,"4d536ddabbbf370448f83478","null","Mumbai","Maharashtra","India","Mulund","College Science Building","College Science Buildings","Science","null","Mulund",,,,,,,,
"Nehru Rd., Mulund","Student Center","Vijay Shekhar Academy","Takshashila Commercial Center",19.16836309,72.95348179,"4f0d3e03e4b03684a428e35a","null","Mumbai","Maharashtra","India","Takshashila Commercial Center (Nehru Rd., Mulund)","Student Center","Student Centers","Student Center","Nehru Rd., Mulund","Nehru Rd., Mulund",,,,,,,,
"Near Santacruz Police Station","Medical","P.H. Medical Centre","Juhu Road, Santacruz (W)",19.08426756,72.83652946,"4e8bd9d3b8f7a1fe8dc0663c",400054,"Mumbai","Maharashtra","India","Juhu Road, Santacruz (W) (Near Santacruz Police Station)","Medical Center","Medical Centers","Medical","Near Santacruz Police Station","Near Santacruz Police Station",,,,,,,,
"Shivaji Path. Thane","Academic Building","M.H.Highschool, .","null",19.19043612,72.97628354,"50cff237e4b00db59fc34e0b","null","Mumbai","Maharashtra","India","India","College Academic Building","College Academic Buildings","Academic Building","null","Shivaji Path. Thane",,,,,,,,
"Churchgate","Cafeteria","Jaihind College Canteen","Churchgate",18.93449165,72.82544825,"501793dce4b0b26edfe56e37","null","Mumbai","Maharashtra","India","Churchgate (A Road)","College Cafeteria","College Cafeterias","Cafeteria","A Road","Churchgate",,,,,,,,
"Bandra Kurla Complex,","College & Education","Ascend International School","5,'F' Block, Opposite Government Colony,",19.06820896,72.85073654,"4e8997cdf5b95970d4a6f2e2",400051,"Mumbai","Maharashtra","India","5,'F' Block, Opposite Government Colony, (Bandra Kurla Complex,)","College & University","Colleges & Universities","College & Education","Bandra Kurla Complex,","Bandra Kurla Complex,",,,,,,,,
,"Education","IES College of Architecture","null",19.05014219,72.82989099,"4c85c933dc018cfa2cfaea6c","null","Mumbai","Maharashtra","India","India","General College & University","General Colleges & Universities","Education","null",,,,,,,,,
"Santacruz East,","University","University of Mumbai","Vidyanagari, Kalina Campus,",19.07293364,72.85891832,"4b0587e5f964a52019a622e3",400055,"Mumbai","Maharashtra","India","Vidyanagari, Kalina Campus, (Santacruz East,)","University","Universities","University","Santacruz East,","Santacruz East,",,,,,,,,
"1 Nathibai Thackersey Road","Academic Building","Shreemati Nathibai Damodar Thackersey Women's University (SNDT)","1 Nathibai Thackersey Road",18.93777003,72.82793515,"4b0587e5f964a52025a622e3","400 020","Mumbai","Maharashtra","India","1 Nathibai Thackersey Road","College Academic Building","College Academic Buildings","Academic Building","null","1 Nathibai Thackersey Road",,,,,,,,
"Marine Lines","Playground","University Grounds","Marine Lines",18.94166132,72.8250328,"4c00a847379020a1f7eb467f","null","Mumbai","Maharashtra","India","Marine Lines","Playground","Playgrounds","Playground","null","Marine Lines",,,,,,,,
,"Quad","manohar joshi grounds","null",19.05100441,72.86305237,"524e59d711d2c341b8c62d2f","null","Mumbai","Maharashtra","India","India","College Quad","College Quads","Quad","null",,,,,,,,,
"CBD Belapur","Academic Building","B. P Marine Academy","CBD Belapur",19.01641151,73.0387435,"4f51a4f5e4b099f1d1a04186","null","Mumbai","Maharashtra","India","CBD Belapur","College Academic Building","College Academic Buildings","Academic Building","null","CBD Belapur",,,,,,,,
"Thane West","Administrative Building","khopat","Mavli Mandal Marg, Charai, Thane West",19.20274884,72.97240267,"4d3f9607c5eaa1cdf0e69950","null","Mumbai","Maharashtra","India","Mavli Mandal Marg, Charai, Thane West","College Administrative Building","College Administrative Buildings","Administrative Building","null","Thane West",,,,,,,,
,"Academic Building","B P Marine academy","null",18.98998256,73.10251227,"508104f7e4b093287b0a4a17","null","Mumbai","Maharashtra","India","India","College Academic Building","College Academic Buildings","Academic Building","null",,,,,,,,,
"Nerul","Hospital","Dr.D.Y.Patil Hospital","D.Y.Patil Nagar",19.04137666,73.02377146,"4da6782781543f4ee9698539",400706,"Mumbai","Maharashtra","India","D.Y.Patil Nagar (Nerul)","Hospital","Hospitals","Hospital","Nerul","Nerul",,,,,,,,
,"Education","Joseph Caridjn Technical School","null",19.00505224,72.84488695,"4f1264c6e4b0d85e53355d81","null","Mumbai","Maharashtra","India","India","General College & University","General Colleges & Universities","Education","null",,,,,,,,,
,"Classroom","Bharat Academy","null",19.18871856,72.97756946,"52108ee211d2560bee8c49f2","null","Mumbai","Maharashtra","India","India","College Classroom","College Classrooms","Classroom","null",,,,,,,,,
"IRLA","Academic Building","Maniben Nanavati Women's Collage","null",19.09688,72.84068,"580f86f938fa74d4d6189d2b",400056,"Mumbai","Maharashtra","India","Mumbai 400056","College Academic Building","College Academic Buildings","Academic Building","null","IRLA",,,,,,,,
,"Academic Building","Seva Sadan","null",18.959935,72.813627,"5358a3e1498ebcdd21984176","null","Mumbai","Maharashtra","India","India","College Academic Building","College Academic Buildings","Academic Building","null",,,,,,,,,
,"Education","Indian Institute Of Technology, Bombay","null",19.13390836,72.91481068,"501be011e4b0127274cba4d6","null","Mumbai","Maharashtra","India","India","General College & University","General Colleges & Universities","Education","null",,,,,,,,,
,"Academic Building","MISB Bocconi","null",19.12014844,72.91533557,"4fffd5d9e4b0c17e109c9f96","null","Mumbai","Maharashtra","India","India","College Academic Building","College Academic Buildings","Academic Building","null",,,,,,,,,
,"Academic Building","aditya institude of management studies and research","null",19.21986181,72.84737943,"52739a6311d24d5500079e4a","null","Mumbai","Maharashtra","India","India","College Academic Building","College Academic Buildings","Academic Building","null",,,,,,,,,
,"Academic Building","Don Bosco School","null",19.01789961,73.01532513,"4f3338f1e4b01d4a1e1ece41","null","Mumbai","Maharashtra","India","India","College Academic Building","College Academic Buildings","Academic Building","null",,,,,,,,,
"Vile Parle East","University","Modart International India","Rama Gulab Apartment",19.10541781,72.84933398,"4ea44d826c25b62f3e29c566",400057,"Mumbai","Maharashtra","India","Rama Gulab Apartment (Subhash Road Vile Parle East)","University","Universities","University","Subhash Road Vile Parle East","Vile Parle East",,,,,,,,
"Sector 48 A","Gym","Fitness Addiction","Fitness Addiction",19.01552613,73.01613288,"4f144031e4b0f2c21428a492","null","Mumbai","Maharashtra","India","Fitness Addiction (Sector 48 A)","College Gym","College Gyms","Gym","Sector 48 A","Sector 48 A",,,,,,,,
"Andheri West","Auditorium","All India Institute Of Local Self Government","Sthanikraj Bhawan,",19.11607948,72.83679778,"4f153377e4b0253d50739c15",400058,"Mumbai","Maharashtra","India","Sthanikraj Bhawan, (C D Barfiwala Marg, Juhu Gully,)","College Auditorium","College Auditoriums","Auditorium","C D Barfiwala Marg, Juhu Gully,","Andheri West",,,,,,,,
"Bhawani Shankar","Academic Building","PACE Junior Science College, Dadar","null",19.01637922,72.83736322,"4fbdabc1e4b02400664c37e3",400028,"Mumbai","Maharashtra","India","Mumbai 400028","College Academic Building","College Academic Buildings","Academic Building","null","Bhawani Shankar",,,,,,,,
"Thakur village","Academic Building","Gundecha Education Academy","Thakur village",19.21183782,72.87654292,"520b82ba11d29c4e8cbaf779",400101,"Mumbai","Maharashtra","India","Thakur village","College Academic Building","College Academic Buildings","Academic Building","null","Thakur village",,,,,,,,
,"Library","Somaiyas","null",19.08056599,72.88361599,"5523b6e6498e1a30f42feef1","null","Mumbai","Maharashtra","India","India","College Library","College Libraries","Library","null",,,,,,,,,
"Vivekanand Education Society's Institute of Technology","Library","VESIT Library","Vivekanand Education Society's Institute of Technology",19.04802196,72.88823605,"526f48d611d2476e9358b7cf","null","Mumbai","Maharashtra","India","Vivekanand Education Society's Institute of Technology","College Library","College Libraries","Library","null","Vivekanand Education Society's Institute of Technology",,,,,,,,
"Powai","Library","Central Library","IIT Bombay",19.1337803,72.91515676,"4da5d4a38154a54251c0e3e8",400076,"Mumbai","Maharashtra","India","IIT Bombay (Powai)","College Library","College Libraries","Library","Powai","Powai",,,,,,,,
"Vile Parle West","Academic Building","Narsee Monjee College of Commerce and Economics","JVPD Scheme",19.10279666,72.83635139,"4cf49f4888de37041f04862b",400036,"Mumbai","Maharashtra","India","JVPD Scheme (Vile Parle West)","College Academic Building","College Academic Buildings","Academic Building","Vile Parle West","Vile Parle West",,,,,,,,
"KRIVA,","Library","Sailesh Kapadia Memorial Library","KRIVA,",19.11205673,72.8321991,"54db383f498ef6196505010a","null","Mumbai","Maharashtra","India","KRIVA,","College Library","College Libraries","Library","null","KRIVA,",,,,,,,,
"Jal Vayu Vihar","Library","SM Shetty Library","8th Floor",19.11666208,72.90303796,"4f4ae9abe4b082dc58f715ec","null","Mumbai","Maharashtra","India","8th Floor (Jal Vayu Vihar)","College Library","College Libraries","Library","Jal Vayu Vihar","Jal Vayu Vihar",,,,,,,,
"Seven Bungalows","Library","Sheela Raheja Library","Raheja Complex",19.12866271,72.81930302,"5097c806e4b055b34e279f2f",400058,"Mumbai","Maharashtra","India","Raheja Complex (Bank Of Maharashtra Lane, Seven Bungalows)","College Library","College Libraries","Library","Bank Of Maharashtra Lane, Seven Bungalows","Seven Bungalows",,,,,,,,
,"Library","thadomal shahani engg college library","null",19.22843552,73.15929413,"519b84f5498e5d860ac43022","null","Mumbai","Maharashtra","India","India","College Library","College Libraries","Library","null",,,,,,,,,
"Thakur Village","Library","Thakur College Library","Thakur Village",19.20857494,72.87076819,"5007f165e4b096ea743006e8","null","Mumbai","Maharashtra","India","Thakur Village","College Library","College Libraries","Library","null","Thakur Village",,,,,,,,
"Prabhadevi","Library","Rachana Sansad Library","Prabhadevi",19.01632919,72.83477833,"4ec63b3982311ff83c547dbb","null","Mumbai","Maharashtra","India","Prabhadevi","College Library","College Libraries","Library","null","Prabhadevi",,,,,,,,
,"Library","Somaiya library","null",19.08473088,72.90508569,"50a17bfee4b083e9a7019e6e","null","Mumbai","Maharashtra","India","India","College Library","College Libraries","Library","null",,,,,,,,,
,"Library","nmims library 7th floor","null",19.10319717,72.83457061,"4fdf098be4b044d93c386eae","null","Mumbai","Maharashtra","India","India","College Library","College Libraries","Library","null",,,,,,,,,
"parsi panchayat road","Library","CLA Library","andheri east near western express highway",19.1263,72.8551,"50641748e4b0b774f6528584","null","Mumbai","Maharashtra","India","andheri east near western express highway (parsi panchayat road)","College Library","College Libraries","Library","parsi panchayat road","parsi panchayat road",,,,,,,,
,"Library","Ecole Mondial World School Library","null",19.11201668,72.83473969,"518cd5cf498eb6785b761148","null","Mumbai","Maharashtra","India","India","College Library","College Libraries","Library","null",,,,,,,,,
,"Library","Svpp Library","null",19.24971749,72.84680824,"507e3ba2e4b01136c0b4e930","null","Mumbai","Maharashtra","India","India","College Library","College Libraries","Library","null",,,,,,,,,
,"Library","MSAS library","null",19.00602334,73.10792976,"4edc6d4693ad464d2aeb3d59","null","Mumbai","Maharashtra","India","India","College Library","College Libraries","Library","null",,,,,,,,,
,"Library","Bhavans xerox","null",19.12492943,72.8364563,"4f0d63fbe4b05751684d265f","null","Mumbai","Maharashtra","India","India","College Library","College Libraries","Library","null",,,,,,,,,
"Bandra","Library","Rizvi Management Library","Bandra",19.06675029,72.82556365,"50b9e990e4b011c4a7a7bbb6","null","Mumbai","Maharashtra","India","Bandra","College Library","College Libraries","Library","null","Bandra",,,,,,,,
,"Library","NLD Library","null",19.26851455,72.87328347,"4f5090dee4b07c338203d48a","null","Mumbai","Maharashtra","India","India","College Library","College Libraries","Library","null",,,,,,,,,
"Santa Cruz (W)","Library","Rajesh Library","Tagore Road",19.07394982,72.83477256,"4ff15294e4b071c66986b0d7",400054,"Mumbai","Maharashtra","India","Tagore Road (Santa Cruz (W))","College Library","College Libraries","Library","Santa Cruz (W)","Santa Cruz (W)",,,,,,,,
"Off carter road , bandra - west","Library","Rizvi Management Institute Comp Lab","Rizvi Institute of Management Studies and Research",19.06700377,72.82594448,"50f7f662e4b059169110d815",400050,"Mumbai","Maharashtra","India","Rizvi Institute of Management Studies and Research (Off carter road , bandra - west)","College Library","College Libraries","Library","Off carter road , bandra - west","Off carter road , bandra - west",,,,,,,,
"aimsr","Library","AIMSR Library","aimsr",19.2191025,72.84770252,"50efbee0e4b0170c4c85fe47","null","Mumbai","Maharashtra","India","aimsr","College Library","College Libraries","Library","null","aimsr",,,,,,,,
,"Library","Aimsr reading room","null",19.21730397,72.84499658,"510ccc45e4b06e468e8eb338","null","Mumbai","Maharashtra","India","India","College Library","College Libraries","Library","null",,,,,,,,,
,"Library","Rizvi institute of management studies & research library","null",19.06679418,72.82521168,"50cda8afe4b00d24a9601c62","null","Mumbai","Maharashtra","India","India","College Library","College Libraries","Library","null",,,,,,,,,
"D. W. Road Churchgate","Library","Jotu Khushiram Kundani Library","Churchgate",18.93005943,72.82693481,"4fdc2c0be4b0f11e34fa6d04","null","Mumbai","Maharashtra","India","Churchgate (D. W. Road)","College Library","College Libraries","Library","D. W. Road","D. W. Road Churchgate",,,,,,,,
