Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,id,location_address,location_crossStreet,location_neighborhood,location_postalCode,location_city,location_state,location_country,categories_name,categories_pluralName,categories_shortName,cluster_label
Paramus,,Health,Oradell Animal Hospital,40.960235,-74.070824,4bda34862a3a0f479b55aab6,580 Winters Ave,btwn A&S & Mack Centre Drs.,,7652,Paramus,NJ,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,3
Fairfield,,Health,Animal Emergency & Referral Associates,40.85741973,-74.3152194,4bf15bca9410c928b9e9e468,1237 Bloomfield Ave,,,7004,Fairfield,NJ,United States,Medical Center,Medical Centers,Medical,18
Chelsea and Clinton,,Health,West Chelsea Veterinary,40.746621,-73.9962459,4b4c9380f964a5208ab626e3,248 W 26th St,,,10001,New York,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,4
Chelsea and Clinton,,Health,BluePearl Veterinary Partners,40.7667959,-73.9876774,4a9d8d28f964a520793820e3,410 W 55th St,9th Avenue,,10019,New York,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,4
Upper East Side,,Health,The Animal Medical Center,40.76000276,-73.95785786,4a889b61f964a520180720e3,510 E 62nd St,at York Ave.,,10065,New York,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,11
Northwest Brooklyn,,Health,BluePearl Veterinary Partners,40.68368503,-73.97902247,4d10338ec3dc370459be3774,32 4th Ave,at Pacific St.,,11217,Brooklyn,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,21
North Queens,,Health,Petcare Animal Clinic,40.75719123,-73.81012048,4c446e3959d99c74b6cefbad,4373 156th St,at 45th ave,,11355,Flushing,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,1
Northwest Brooklyn,,Health,Veterinary Emergency & Referral Group,40.67830986,-73.98250839,59c589c650a6f05ddc9007a6,196 4th Ave,,,11217,New York,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,21
Greenwich Village and Soho,,Health,Greenwich Village Animal Hospital,40.73324666,-74.00638077,4ae07a92f964a520857f21e3,504 Hudson St,Christopher St,,10014,New York,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,14
Chelsea and Clinton,,Health,Heart Of Chelsea Animal Hospital,40.74213691,-74.00031506,5602efaf498ec7fbc5d2d2e1,257 W 18th St,,,10011,New York,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,14
Sunset Park,,Health,Park Slope Veterinary Center,40.66377524,-73.99441643,4d948000af67370459027d09,639 4th Ave,19th,,11232,Brooklyn,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,21
Northwest Brooklyn,,Health,Prospect Heights Animal Hospital,40.67932544,-73.97400937,4beebf0ae8c3c9282b0d9992,277 Flatbush Ave,,,11217,Brooklyn,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,21
Maywood,,Health,Maywood Veterinary Clinic,40.90072991,-74.05786976,4c0c160aa1b32d7f35089cf0,,,,7607,Maywood,NJ,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,3
Dumont,,Health,Dumont Animal Hospital,40.93808853,-73.99424337,4bec81ceb68520a17e3b1287,53 Washington Ave,,,7628,Dumont,NJ,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,29
Upper West Side,,Health,City Veterinary Care,40.77901116,-73.98258688,4ba0da1bf964a520408237e3,220 W 72nd St,,,10023,New York,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,37
Upper West Side,,Health,Gotham Veterinary Center,40.791982,-73.968563,4b466892f964a520fa1f26e3,700 Columbus Ave,btwn W 94th St & W 95th St,,10025,New York,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,37
West Central Queens,,Health,Animal Clinic Of Queens,40.70935583,-73.89871139,4c3f8f80cc410f47505ca861,65-12 Fresh Pond Rd,Gates ave,,11385,Ridgewood,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,12
Gramercy Park and Murray Hill,,Health,Bideawee,40.74616042,-73.97097945,4b79964ef964a5208c032fe3,410 E 38th St,btwn 1st Ave & FDR Dr,,10016,New York,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,4
Upper East Side,,Health,Upper East Veterinary,40.78448128,-73.95187233,4e1a39ea45dd120c122044be,1435 Lexington Ave,at E. 94th,,10128,New York,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,11
South Plainfield,,Health,Plainfield Animal Hospital,40.5943001,-74.399438,4a86d346f964a520510120e3,2215 Park Avenue,,,7080,Plainfield,NJ,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,20
Greenpoint,,Health,Greenpoint Veterinary,40.72424776,-73.94943467,4c364a360a71c9b6e8e03cc9,111 Nassau Ave,,,11222,Brooklyn,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,6
Northwest Brooklyn,,Health,Animal Kind Veterinary Hospital,40.66586,-73.98245,4a68c51bf964a520faca1fe3,365 7th Ave,,,11215,Brooklyn,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,21
Northwest Brooklyn,,Health,Hope Veterinary Clinic,40.686878,-73.985526,4abd45a3f964a520588920e3,390 Atlantic Ave,btw Boyd & Hoyt,,11217,Brooklyn,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,21
Williamsburg,,Health,Northside Veterinary Clinic,40.715667,-73.962174,4a4bc941f964a520b8ac1fe3,233 Berry St,N 1st St.,,11249,Brooklyn,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,6
Jersey City,The Waterfront,Health,Veterinaire Pet Care,40.71517372,-74.04313868,54832340498ee5d2bdbf72c3,201 Marin Blvd,,The Waterfront,7302,Jersey City,NJ,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,0
Northwest Queens,,Health,Astoria Veterinary Group,40.76989235,-73.90962699,4b4f25edf964a52079fb26e3,23-54 Steinway St,,,11105,Astoria,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,31
Lower Manhattan,,Health,Seaport Animal Hospital,40.708821,-74.003925,4fa02f86a17c7ac321fb70f1,80 Beekman St,Within South Bridge Towers,,10038,New York,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,14
Greenwich Village and Soho,,Health,Worth Street Veterinary Center,40.71675267,-74.00567277,4dd158c8b3adb047f502469c,77 Worth St Fl 1,btwn. Church and Broadway,,10013,New York,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,14
Northwest Brooklyn,,Health,Prospect Park Animal Clinic,40.6666857,-73.9754436,4a2d5e9ef964a520a6971fe3,105 Prospect Park W,5th Street,,11215,Brooklyn,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,21
Upper West Side,,Health,Lincoln Square Veterinary,40.77525189,-73.98335613,4b29942df964a52033a124e3,140 W 67th St,Amsterdam,,10023,New York,NY,United States,Veterinarian Hospital,Veterinarian Hospitals,Veterinarian Hospitals,4
Gramercy Park and Murray Hill,,Library,New York Public Library - Kips Bay,40.74382407,-73.97966387,4af85fa8f964a520a60c22e3,446 3rd Ave,at E 31st St,,10016,New York,NY,United States,Library,Libraries,Library,4
Upper East Side,,Library,Nathan Cummings Library,40.76369234,-73.95647039,4ded0e9dae60a6bd3897dade,430 E 67th St,York Ave,,10065,New York,NY,United States,Library,Libraries,Library,11
Central Brooklyn,,Library,Brookdale Medical Library,40.65525436,-73.91251373,4f43e08fe4b05d3b167a3b87,1 Brookdale Plz,,,11212,Brooklyn,NY,United States,Library,Libraries,Library,12
Hunters Point,Hunters Point,Library,Queens Public Library Hunters Point Branch,40.745685,-73.957446,5cd5eb301acf11003906d531,47-40 Center Blvd,Long Island City,Hunters Point,11109,New York,NY,United States,Library,Libraries,Library,11
Flatbush,,Library,Clarendon Brooklyn Library,40.63578441,-73.94789931,50217276e4b08ed94bcf88ba,2035 Nostrand Ave,,,11210,Brooklyn,NY,United States,Library,Libraries,Library,10
Central Queens,,Library,Queens Library at Kew Gardens Hills,40.72871807,-73.81716701,4d97756c0caaa143c15193b3,72-33 Vleigh Pl,at 72 Road,,11367,Kew Gardens Hills,NY,United States,Library,Libraries,Library,35
Southwest Queens,,Library,Queens Library at Lefferts,40.68689033,-73.82451894,4b6359d7f964a520df732ae3,103-34 Lefferts Blvd,Between Lefferts Boulevard and Liberty Avenue,,11419,South Richmond Hill,NY,United States,Library,Libraries,Library,19
Southwest Queens,,Library,Queens Library at Woodhaven,40.69446099,-73.86172098,4c76c976f20c199c487bb299,85-41 Forest Pkwy,Between 85 Road and 85 Drive,,11421,Woodhaven,NY,United States,Library,Libraries,Library,19
Chelsea and Clinton,,Library,Mid-Manhattan Library Interim Location,40.75373758,-73.98180197,5aea47fc89ad460024d99856,476 5th Ave,42nd St.,,10018,New York,NY,United States,Library,Libraries,Library,4
East New York and New Lots,,Library,Brooklyn Public Library,40.67399629,-73.87219708,4ccae9f3ee23a143247313a8,1197 Sutter Ave,Crystal,,11208,Brooklyn,NY,United States,Library,Libraries,Library,19
Upper East Side,,Library,New York Public Library - 96th Street Library,40.78611611,-73.95159331,4b4218dbf964a520b0cc25e3,112 E 96th St,at Lexington Ave,,10128,New York,NY,United States,Library,Libraries,Library,11
Upper West Side,,Library,New York Public Library - Riverside Library,40.77418406,-73.98465598,4ad9f3b3f964a520431c21e3,127 Amsterdam Ave,at W 65th St,,10023,New York,NY,United States,Library,Libraries,Library,4
Rutherford,,Library,Rutherford Public Library,40.82659745,-74.10672654,4beeb44b3686c9b694ce246e,,,,,Rutherford,NJ,United States,Library,Libraries,Library,17
Bushwick and Williamsburg,,Library,Brooklyn Public Library- Washington Irving,40.69757716,-73.91207631,4c505d8f3a6f2d7f520f7377,360 Irving Ave,at Woodbine St.,,11237,Brooklyn,NY,United States,Library,Libraries,Library,12
Millburn,,Library,Millburn Public Library,40.72666554,-74.30602087,4b6705fff964a52088352be3,200 Glen Ave,,,7041,Millburn,NJ,United States,Library,Libraries,Library,36
Northeast Bronx,,Library,New York Public Library - Baychester Library,40.87064037,-73.82924815,4d0a810cd823b1f74e37e45c,2049 Asch Loop,Bartow Ave.,,10475,Bronx,NY,United States,Library,Libraries,Library,8
East Harlem,,Library,New York Public Library - Aguilar Library,40.79422499,-73.94342512,4bbca6e5593fef3b66660256,174 E 110th St,btwn Lexington & 3d Ave,,10029,New York,NY,United States,Library,Libraries,Library,11
Central Harlem,,Library,New York Public Library - 115th Street Library,40.80289744,-73.95361139,4b7208def964a520476b2de3,203 W 115th St,,,10026,New York,NY,United States,Library,Libraries,Library,37
Nutley,,Library,Nutley Public Library,40.81731921,-74.15875698,4b843101f964a520972631e3,93 Booth Dr,Vincent Pl,,7110,Nutley,NJ,United States,Library,Libraries,Library,28
Central Brooklyn,,Business Center,Chabad-Lubavitch World Headquarters (offices),40.66928649,-73.94234044,4dd05298d4c065592fad7add,770 Eastern Pkwy,Kingston,,11213,Brooklyn,NY,United States,Office,Offices,Office,12
Chelsea and Clinton,Midtown East,Art,The Lionel Pincus and Princess Firyal Map Division,40.7534233,-73.9816858,4b2158f6f964a520783a24e3,476 5th Ave,5th Ave.,Midtown East,10018,New York,NY,United States,Art Gallery,Art Galleries,Art Gallery,4
West Queens,,Library,Queens Library at Elmhurst,40.7385619,-73.87696324,4ba9519bf964a520731e3ae3,86-01 Broadway,at 51 Avenue,,11373,Elmhurst,NY,United States,Library,Libraries,Library,1
West Queens,,Library,Queens Library at Jackson Heights,40.75017785,-73.88526715,4b805c78f964a5205e6b30e3,35-51 81st St,at 37 Avenue,,11372,Jackson Heights,NY,United States,Library,Libraries,Library,31
Northwest Brooklyn,,Library,Brooklyn Public Library - Park Slope,40.66820466,-73.98347855,4a36833af964a520aa9d1fe3,431 6th Ave,at 9th St,,11215,Brooklyn,NY,United States,Library,Libraries,Library,21
Mid-Island,,Library,New York Public Library - Todt Hill-Westerleigh,40.60959893,-74.14848784,4c1f9238bd9d9521e14c983f,2550 Victory Blvd,at N Gannon Ave,,10314,Staten Island,NY,United States,Library,Libraries,Library,23
Kingsbridge and Riverdale,,Library,New York Public Library - Kingsbridge,40.88066402,-73.90793959,4c1d0fd5eac020a1258c47c2,280 W 231st St,at Corlear Ave,,10463,Bronx,NY,United States,Library,Libraries,Library,24
Paramus,,Library,Paramus Public Library,40.92640943,-74.06060075,4c2795083703d13ad038a736,116 E Century Rd,btwn Spring Valley Rd. & Iona Pl.,,7652,Paramus,NJ,United States,Library,Libraries,Library,3
High Bridge and Morrisania,,Library,New York Public Library - High Bridge,40.83807706,-73.92361674,4fdf7ffde4b0d263e8b79d24,78 W 168th St,Woodycrest Ave.,,10452,Bronx,NY,United States,Library,Libraries,Library,34
Central Harlem,,Library,NYPL Schomburg Center for Research in Black Culture,40.8145753,-73.94092798,4a55218af964a520b8b31fe3,515 Malcolm X Blvd,at W 135th St,,10037,New York,NY,United States,Library,Libraries,Library,34
Flatbush,Flatbush,Library,Brooklyn Public Library,40.64060048,-73.96596095,4b4b94b5f964a520f3a026e3,1305 Cortelyou Rd,at Argyle Rd,Flatbush,11226,Brooklyn,NY,United States,Library,Libraries,Library,33
Hoboken,,Library,Hoboken Library,40.74271492,-74.0322554,4adcb245f964a520dc2e21e3,500 Park Ave,Park Ave & 5th St,,7030,Hoboken,NJ,United States,Library,Libraries,Library,0
North Bergen,,Library,North Bergen Public Library,40.8046608,-74.00457723,4b840041f964a520851a31e3,,,,7047,North Bergen,NJ,United States,Library,Libraries,Library,37
Northwest Brooklyn,,Library,Brooklyn Public Library - Pacific,40.68355067,-73.97869052,4b23fa86f964a520435e24e3,25 4th Ave,at Pacific St,,11217,Brooklyn,NY,United States,Library,Libraries,Library,21
Greenwich Village and Soho,,Library,New York Public Library - Mulberry Street,40.72416311,-73.99544533,4a95c741f964a5209e2420e3,10 Jersey St,at Mulberry St,,10012,New York,NY,United States,Library,Libraries,Library,14
Mamaroneck,,Library,Mamaroneck Public Library,40.94950863,-73.73480857,4ba7e74ef964a52056bd39e3,136 Prospect Ave,,,10543,Mamaroneck,NY,United States,Library,Libraries,Library,22
West Hempstead,,Library,West Hempstead Public Library,40.69582747,-73.65437705,4c389f482c8020a19c1a8b00,500 Hempstead Ave,btw Locust & Walton St,,11552,West Hempstead,NY,United States,Library,Libraries,Library,39
Central Brooklyn,,Library,Brooklyn Public Library (Central Library),40.67237107,-73.96828651,433f2300f964a52054281fe3,10 Grand Army Plz,at Eastern Pkwy,,11238,Brooklyn,NY,United States,Library,Libraries,Library,21
New Providence,,Library,New Providence Memorial Library,40.70845099,-74.40491335,4bbde92307809521e71bdb91,377 Elkwood Ave,,,7974,New Providence,NJ,United States,Library,Libraries,Library,2
Upper West Side,,Entertainment,New-York Historical Society Museum & Library,40.77927084,-73.97390455,4b48d37df964a520d55826e3,170 Central Park W,at W 77th St,,10024,New York,NY,United States,History Museum,History Museums,History Museum,37
Glen Ridge,,Library,Glen Ridge Public Library,40.80119626,-74.20375519,4b86f35bf964a520ada731e3,240 Ridgewood Ave,Bloomfield Avenue,,7028,Glen Ridge,NJ,United States,Library,Libraries,Library,5
West Queens,,Library,Queens Library at Langston Hughes Community Library and Cultural Center,40.75743467,-73.86809424,4bc9c2afb6c49c748be38e91,100-01 Northern Blvd,at 100 St.,,11368,Corona,NY,United States,Library,Libraries,Library,1
Chelsea and Clinton,,Library,New York Public Library,40.75311004,-73.98165136,452d6886f964a5204a3b1fe3,476 5th Ave,at W 42nd St,,10018,New York,NY,United States,Library,Libraries,Library,4
Central Brooklyn,,Library,Brooklyn Public Library - Eastern Parkway Branch,40.66868877,-73.93358994,4bbb6e491ddc76b071ad505e,1044 Eastern Pkwy,at Schenectady,,11213,Brooklyn,NY,United States,Library,Libraries,Library,12
Jamaica,,Library,Queens Central Library,40.70766086,-73.79515664,4b6f2315f964a52087df2ce3,89-11 Merrick Blvd,at 89 Ave,,11432,Jamaica,NY,United States,Library,Libraries,Library,35
Upper East Side,,Library,New York Public Library - Yorkville Library,40.77378512,-73.95626294,4a79c101f964a52090e71fe3,222 E 79th St,btw 2nd & 3rd Ave,,10075,New York,NY,United States,Library,Libraries,Library,11
Chatham,,Library,Library of The Chathams,40.74059157,-74.38083172,4b9ad107f964a5209ed835e3,214 Main St,,,7928,Chatham,NJ,United States,Library,Libraries,Library,2
Montclair,,Library,Montclair Public Library,40.81167679,-74.21848872,4b7c32c5f964a520e0832fe3,50 S Fullerton Ave,,,7042,Montclair,NJ,United States,Library,Libraries,Library,5
Gramercy Park and Murray Hill,,Library,Baruch College - William & Anita Newman Library,40.74033516,-73.98317073,4b02e0c9f964a5209d4a22e3,151 E 25th St,btwn Lexington & 3rd Ave.,,10010,New York,NY,United States,College Library,College Libraries,Library,4
Lower East Side,,Library,The New School University Center Library,40.73549297,-73.9938435,52fa48a7498e36dc8d8afe54,65 5th Ave,14th Street,,10003,New York,NY,United States,College Library,College Libraries,Library,14
Northwest Brooklyn,Fort Greene,Library,Walt Whitman Branch Library,40.694482,-73.977738,4bca32ee511f95213d4cafc7,93 Saint Edwards St,Auburn Place,Fort Greene,11205,Brooklyn,NY,United States,College Library,College Libraries,Library,21
West Queens,,Library,Vaughn College Library,40.76812376,-73.88041432,4cf58697e308236aad22e1ac,8601 23rd Ave,,,11369,East Elmhurst,NY,United States,College Library,College Libraries,Library,31
Brooklyn,,Library,Library Agudas Chabad,40.66932453,-73.94715576,53a9b6bb498e580a194c863d,,,,,Brooklyn,NY,United States,College Library,College Libraries,Library,12
Yonkers,,Library,St. John's Riverside Hospital Library,40.968702,-73.886398,590c88e9ea1e4476bfd3884b,967 N Broadway,,,10701,Yonkers,NY,United States,College Library,College Libraries,Library,22
Bronx Park and Fordham,,Library,Leonard Leif Library,40.87306428,-73.8905203,4fe8cd35e4b0fb7f8c2eee81,250 Bedford Park Blvd W,,,10468,Bronx,NY,United States,College Library,College Libraries,Library,24
Carlstadt,,Library,The Library,40.83727723,-74.08903831,50b6fe52e4b016c53b78e459,Reading Ave,,,7072,Best Seller City,NJ,United States,College Library,College Libraries,Library,17
Manhasset,,Library,NSUH Medical Library,40.778075,-73.701505,5d15055eb55cb80023d0e9f6,,,,11030,Manhasset,NY,United States,College Library,College Libraries,Library,25
Northwest Brooklyn,,Library,Long Island University Library,40.69110748,-73.9806757,4f3552d6e4b0c9801dd3e73d,,,,11217,Brooklyn,NY,United States,College Library,College Libraries,Library,21
Inwood and Washington Heights,,Library,NAC Library,40.81916624,-73.95051196,4e69123f1f6eb06ee8940f73,,,,10031,New York,NY,United States,College Library,College Libraries,Library,34
Brooklyn,,Library,LIU Brooklyn Campus Library,40.69058,-73.980156,572955b6cd1062f2f25f75a9,,,,,Brooklyn,NY,United States,College Library,College Libraries,Library,21
Flatbush,Crown Heights,Library,Charles Evans Inniss Memorial Library Medgar Evers College,40.66622853,-73.95734856,4bc747cc8b7c9c74aa1f36cf,1650 Bedford Ave,Crown St.,Crown Heights,11225,Brooklyn,NY,United States,College Library,College Libraries,Library,21
Bronx Park and Fordham,,Library,Library,40.87826444,-73.89053724,4ed68e1b9a529c405be6fbf8,Library,,,10468,,New York,United States,College Library,College Libraries,Library,24
Upper East Side,,Library,Weill Cornell Medical Library,40.76497621,-73.95530487,4bc0b4aa74a9a5937a7ad0f6,1300 York Ave,Weill Cornell Medical College,,10065,New York,NY,United States,College Library,College Libraries,Library,11
Greenwich Village and Soho,,Library,NYU Law School Library,40.73033621,-73.99910637,4ad9edd2f964a520fe1b21e3,40 Washington Sq S,btwn Sullivan & MacDougal St.,,10012,New York,NY,United States,College Library,College Libraries,Library,14
Lower East Side,,Education,Benjamin N. Cardozo School of Law,40.73478269,-73.99430274,43695300f964a52093291fe3,55 5th Ave,at 12th St,,10003,New York,NY,United States,Law School,Law Schools,Law School,14
Northwest Brooklyn,,Library,NYU Bern Dibner Library of Science and Technology,40.69431472,-73.9855773,4bba1def3db7b713f4ea229a,5 Metrotech Ctr,,,11201,Brooklyn,NY,United States,College Library,College Libraries,Library,21
Upper West Side,,Education,Fordham University - Lincoln Center,40.77027897,-73.98445206,4864629bf964a520e6501fe3,113 W 60th St,Columbus Ave.,,10023,New York,NY,United States,University,Universities,University,4
Pompton Plains,,Library,Pequannock Township Library,40.95957888,-74.29471113,4bdb7d2863c5c9b672522868,477 Newark Pompton Tpke,,,7444,Pompton Plains,NJ,United States,College Library,College Libraries,Library,13
Florham Park,,Library,Florham Park Library,40.78305526,-74.40011044,4bb79afd314e95211464479d,,,,7932,Florham Park,NJ,United States,College Library,College Libraries,Library,27
Greenwich Village and Soho,,Library,NYU Elmer Holmes Bobst Library,40.72977872,-73.996946,456ebbbff964a520163e1fe3,70 Washington Sq S,at Laguardia Pl,,10012,New York,NY,United States,College Library,College Libraries,Library,14
Union,,Library,Kean University Library,40.67794271,-74.2338209,4b5f2b1cf964a52089aa29e3,1000 Morris Ave,,,7083,Union,NJ,United States,College Library,College Libraries,Library,9
Greenwich Village and Soho,,Library,NYU Bobst Avery Fisher Center,40.72937303,-73.99739584,4d9c7ebea695721e97c9fb0c,70 Washington Sq S,2nd floor,,10012,New York,NY,United States,College Library,College Libraries,Library,14
Wayne,,Library,David & Lorraine Cheng Library,40.94504318,-74.2003155,4bb6b9b76edc76b08c72311c,William Paterson University,,,7470,Wayne,NJ,United States,College Library,College Libraries,Library,30
Central Harlem,,Library,Avery Architectural & Fine Arts Library,40.80833117,-73.96111769,4adc8a10f964a520022d21e3,1172 Amsterdam Ave,Columbia University,,10027,New York,NY,United States,College Library,College Libraries,Library,37
Central Bronx,,Education,Wings Academy High School,40.84153149,-73.87505399,4c44a46fda2176b0a3ed627a,1122 E 180th St,Devoe Ave,,10460,Bronx,NY,United States,High School,High Schools,High School,24
Upper East Side,,Library,Marymount Manhattan College Library (2nd Floor),40.76923392,-73.95962207,4e7bcc7ad4c0fd7a1ac16ed4,221 E 71st St,3rd ave,,10021,New York,NY,United States,College Library,College Libraries,Library,11
Greenwich Village and Soho,,Library,Mendik Library,40.71819942,-74.00696552,4bd8678f09ecb71310bd487c,185 W Broadway,Leonard St.,,10013,New York,NY,United States,Library,Libraries,Library,14
Gramercy Park and Murray Hill,,Library,NYU Ehrman Medical Library,40.74173013,-73.97392626,4ba8cc8cf964a520c6ef39e3,550 1st Ave,30th St.,,10016,New York,NY,United States,College Library,College Libraries,Library,4
Upper East Side,,Library,Hunter College Library,40.76783733,-73.96373765,4b7dbeaff964a520fcd12fe3,695 Park Ave,at Lexington Ave.,,10065,New York,NY,United States,College Library,College Libraries,Library,11
Central Bronx,,Library,North Hall & Library - CUNY Bronx Community College (BCC),40.85890083,-73.91254243,505b2d9516483cef8e35b96a,2155 Dr Martin L King Jr Blvd,,,10453,Bronx,NY,United States,College Library,College Libraries,Library,24
Northwest Brooklyn,,Library,McEntegart Library - St. Joseph's College,40.69146387,-73.96908704,4bc21b7c2a89ef3bd63bf388,222 Clinton Ave,,,11205,Brooklyn,NY,United States,College Library,College Libraries,Library,21
Gramercy Park and Murray Hill,,Education,LIM College - Maxwell Hall,40.75229786,-73.97212003,4c729bfc57b6a14304e4c5cc,216 E 45th St,btwn 2nd & 3rd Ave.,,10017,New York,NY,United States,College Academic Building,College Academic Buildings,Academic Building,4
Central Harlem,,Library,Thomas J. Watson Library of Business and Economics,40.80936111,-73.9612332,4bd8e22c2e6f0f479b120908,3022 Broadway,119th St & Broadway,,10027,New York,NY,United States,College Library,College Libraries,Library,37
Northwest Brooklyn,,Library,Ursula C. Schwerin Library,40.69566007,-73.98793599,4c7e6077b33a224b78b0da81,300 Jay St,New York City College of Technology (City Tech),,11201,Brooklyn,NY,United States,College Library,College Libraries,Library,21
River Edge,,Library,River Edge Library,40.93340472,-74.03815645,4c366eb63849c928fe14bcb1,516 Kinderkamack Rd,,,7661,River Edge,NJ,United States,College Library,College Libraries,Library,3
Chelsea and Clinton,Hell's Kitchen,Library,"Lloyd Sealy Library, John Jay College of Criminal Justice",40.77026944,-73.98803828,4c2cabae57a9c9b6febff767,899 10th Ave,btwn 58th & 59th St.,Hell's Kitchen,10019,New York,NY,United States,College Library,College Libraries,Library,4
Flatbush,,Library,SUNY Medical Research Library of Brooklyn,40.6545327,-73.94609043,4cf66a2664e3721e5d0e21c8,395 Lenox Rd,E 34th St,,11203,Brooklyn,NY,United States,College Library,College Libraries,Library,12
New Rochelle,,Library,Ryan Library,40.92503497,-73.78753151,4c7560b9db52b1f7289278dc,715 North Ave,Iona College,,10801,New Rochelle,NY,United States,College Library,College Libraries,Library,22
South Orange,,Library,Walsh Library,40.742441,-74.24606,4b6f056af964a52071d72ce3,Seton Dr,Madison Rd,,7079,South Orange,NJ,United States,College Library,College Libraries,Library,36
Cranford,,Library,Kenneth Campbell MacKay Libray,40.66838843,-74.31905455,4e1dc11b1f6e47e5e79a5c47,1035-1099 Springfield Ave,Union County College,,7016,Cranford,NJ,United States,College Library,College Libraries,Library,15
Hoboken,,Library,S.C. Williams Library,40.74478229,-74.02513182,4aa6c7b9f964a520f44a20e3,Castle Point on Hudson,,,7030,Hoboken,NJ,United States,College Library,College Libraries,Library,0
Upper West Side,,Education,The School at Columbia University,40.80383086,-73.96653777,4b224e8ff964a5205c4524e3,556 W 110th St,at Broadway,,10025,New York,NY,United States,College Academic Building,College Academic Buildings,Academic Building,37
Queens,,Library,St. John's University Library,40.72196779,-73.79507002,4b9eb1b2f964a52035fa36e3,St. Augustine Hall,St. John's University,,11439,Queens,NY,United States,College Library,College Libraries,Library,35
Central Harlem,Morningside Heights,Library,Butler Library,40.80669231,-73.96301779,4abf1d17f964a520d39020e3,535 W 114th St,btwn Broadway & Amsterdam Ave,Morningside Heights,10027,New York,NY,United States,College Library,College Libraries,Library,37
Upper West Side,,Library,AMDA Performing Arts Library,40.77201905,-73.98771318,4ce469f6637c6ea88d405842,211 W 61st St,Amsterdam & West End Avenue,,10023,New York,NY,United States,College Library,College Libraries,Library,4
Gramercy Park and Murray Hill,,Library,Mina Rees Library,40.74855927,-73.98444449,4bb4e8160fb7b713c9a8bf8a,365 5th Ave,34th Street,,10016,New York,NY,United States,College Library,College Libraries,Library,4
Central Queens,,Library,Benjamin S. Rosenthal Library,40.73654419,-73.82016824,4c97652ef7cfa1cdf9efcd15,65-30 Kissena Blvd,at Queens College,,11367,Flushing,NY,United States,College Library,College Libraries,Library,1
Chelsea and Clinton,,Grocery,Westside Market,40.738942,-73.999037,49b80795f964a52034531fe3,77 7th Ave,btwn 14th & 15th St,,10011,New York,NY,United States,Grocery Store,Grocery Stores,Grocery Store,14
Northwest Brooklyn,Boerum Hill,Market,Ten Ichi Market,40.687726,-73.98992,5ed3ea43a93f0c000877fc0f,118 Smith St,btwn Dean & Pacific St,Boerum Hill,11201,Brooklyn,NY,United States,Market,Markets,Market,21
Northwest Queens,,Market,BJs Wholesale Club,40.752043,-73.916388,60144491c3f434782bc015ae,34-60 48th St,,,11101,Long Island City,NY,United States,Market,Markets,Market,31
Upper East Side,,Market,Butterfield Market,40.780357,-73.959381,5f16f4cc2835f147a2692b3d,1150 Madison Ave,85th ST & 86th ST,,10028,New York,NY,United States,Market,Markets,Market,11
